fakeid,fakeid0,female0,famid0,year0,age0,eduyrs0,famsize0,kfamincly0,tlabincly0,klabincly0,knlabincly0,wage_inc0,hrs_house0,hrs_workly0,race0,college0,employdB0,fulltimely0,lowincly0,fakeid1,female1,famid1,year1,age1,eduyrs1,famsize1,kfamincly1,tlabincly1,klabincly1,knlabincly1,wage_inc1,hrs_house1,hrs_workly1,race1,college1,employdB1,fulltimely1,lowincly1
16944,16944,Male,4251,2023,64,12,2,81.880005,81.880005,70.840004,0,19.022556,2,71.615387,Black,No,1,Full-time (1750+ hours),0,16944,Female,4251,2023,62,14,2,81.880005,81.880005,11.04,0,28.163265,10,7.5384617,Black,Yes,1,Part-time (50-1749 hours),0
16945,16945,Male,4252,2017,36,12,2,220.4404,220.35001,158.2,1.7383282,71.746033,18,42.403847,White,Unknown,1,Full-time (1750+ hours),0,16945,Female,4252,2017,34,17,2,220.4404,220.35001,62.150002,1.7383282,33.342274,18,35.846153,Other,Yes,1,Full-time (1750+ hours),0
16953,16953,Male,4254,2023,58,17,2,91.224442,85.559998,25.76,108.93162,12.627451,5,39.23077,White,Yes,1,Full-time (1750+ hours),0,16953,Female,4254,2023,59,17,2,91.224442,85.559998,59.799999,108.93162,26.056644,8,44.134617,White,Yes,1,Full-time (1750+ hours),0
16955,16955,Male,4254,2021,30,13,2,86.893799,86.625,84,5.169208,38.961037,8,41.46154,White,No,1,Full-time (1750+ hours),0,16955,Female,4254,2021,30,13,2,86.893799,86.625,2.625,5.169208,17.5,10,2.8846154,White,No,0,Part-time (50-1749 hours),0
16960,16960,Male,4255,2021,41,16,4,183.74998,183.74998,183.74998,0,51.470585,1,68.653847,Black,Yes,1,Full-time (1750+ hours),0,16960,Female,4255,2021,40,16,4,183.74998,183.74998,0,0,0,35,10,Black,Yes,1,Part-time (50-1749 hours),0
16964,16964,Male,4256,2019,52,11,3,65.880005,65.880005,35.640003,0,13.707693,5,50,Black,No,1,Full-time (1750+ hours),0,16964,Female,4256,2019,49,14,3,65.880005,65.880005,30.240002,0,18,4,32.307693,Black,No,1,Part-time (50-1749 hours),0
16969,16969,Male,4258,2021,43,12,4,179.54999,178.5,94.499992,20.192074,42.85714,3,42.403847,White,No,1,Full-time (1750+ hours),0,16969,Female,4258,2021,40,17,4,179.54999,178.5,84,20.192074,41.666664,15,38.76923,White,Yes,1,Full-time (1750+ hours),0
16974,16974,Male,4259,2019,51,17,4,129.20149,128.69821,91.222206,9.6784735,38.377033,2,45.71154,White,No,1,Full-time (1750+ hours),0,16974,Female,4259,2019,48,17,4,129.20149,128.69821,37.476002,9.6784735,21.992958,12,32.76923,White,Yes,1,Part-time (50-1749 hours),0
16975,16975,Male,4259,2021,45,14,2,43.049999,43.049999,27.299999,0,13.382352,2,39.23077,White,No,1,Full-time (1750+ hours),0,16975,Female,4259,2021,43,13,2,43.049999,43.049999,15.749999,0,7.7205877,2,39.23077,Other,No,1,Full-time (1750+ hours),0
16986,16986,Male,4262,2017,60,16,2,168.44458,160.78882,92.383148,147.22618,36.515079,3,48.653847,White,Yes,1,Full-time (1750+ hours),0,16986,Female,4262,2017,60,16,2,168.44458,160.78882,68.405678,147.22618,31.89076,15,41.25,White,Yes,0,Full-time (1750+ hours),0
16990,16990,Male,4263,2021,49,14,2,183.855,162.74998,62.999996,405.8656,27.450979,10,44.134617,White,No,1,Full-time (1750+ hours),0,16990,Female,4263,2021,43,15,2,183.855,162.74998,99.749992,405.8656,39.899998,5,48.076923,White,No,1,Full-time (1750+ hours),0
16991,16991,Male,4263,2019,61,12,2,128.68633,128.54593,66.744003,2.6999254,32.463036,6,39.53846,White,No,1,Full-time (1750+ hours),0,16991,Female,4263,2019,61,13,2,128.68633,128.54593,61.801922,2.6999254,30.295059,6,39.23077,White,No,1,Full-time (1750+ hours),0
17001,17001,Male,4266,2021,25,16,2,124.0575,122.84999,71.399994,23.221235,26.493505,5,51.826923,White,Yes,1,Full-time (1750+ hours),0,17001,Female,4266,2021,25,16,2,124.0575,122.84999,51.449997,23.221235,25.319881,5,39.076923,White,Yes,1,Full-time (1750+ hours),0
17021,17021,Male,4271,2021,26,16,2,63.157497,63,36.75,3.0287962,18.90432,2,37.384617,White,Yes,1,Full-time (1750+ hours),0,17021,Female,4271,2021,24,16,2,63.157497,63,26.249998,3.0287962,17.857141,2,28.26923,White,Yes,1,Part-time (50-1749 hours),0
17026,17026,Male,4272,2023,57,12,3,178.0936,157.32001,71.760002,399.49213,31.159357,2,44.28846,White,No,1,Full-time (1750+ hours),0,17026,Female,4272,2023,56,17,3,178.0936,157.32001,85.560005,399.49213,37.925533,10,43.384617,White,Yes,1,Full-time (1750+ hours),0
17028,17028,Male,4272,2017,62,12,3,189.84,189.84,169.5,0,40.745193,3,80,Black,No,1,Full-time (1750+ hours),0,17028,Female,4272,2017,60,14,3,189.84,189.84,20.34,0,60,20,6.5192308,Black,Yes,1,Part-time (50-1749 hours),0
17031,17031,Male,4273,2021,56,11,2,114.45,114.45,68.25,0,21.874998,10,60,Other,No,1,Full-time (1750+ hours),0,17031,Female,4273,2021,49,14,2,114.45,114.45,46.199997,0,17.76923,10,50,White,Yes,1,Full-time (1750+ hours),0
17033,17033,Male,4274,2023,45,12,4,61.529602,59.800003,9.1999998,33.26152,4.5634923,8,38.76923,White,No,1,Full-time (1750+ hours),0,17033,Female,4274,2023,36,11,4,61.529602,59.800003,50.600002,33.26152,25.816326,8,37.692307,White,No,1,Full-time (1750+ hours),0
17040,17040,Male,4275,2019,35,12,5,135.54001,116.64,82.080002,363.4617,39.46154,10,40,Black,No,1,Full-time (1750+ hours),0,17040,Female,4275,2019,37,13,5,135.54001,116.64,34.560001,363.4617,16.744186,5,39.692307,Black,Yes,1,Full-time (1750+ hours),0
17041,17041,Male,4276,2021,48,13,3,74.549995,74.549995,56.699997,0,29.763779,2,36.634617,White,No,1,Full-time (1750+ hours),0,17041,Female,4276,2021,46,11,3,74.549995,74.549995,17.849998,0,13.730768,2,25,White,No,1,Part-time (50-1749 hours),0
17043,17043,Male,4276,2017,61,11,2,50.849998,50.849998,29.379999,0,14.989796,4,37.692307,Black,No,1,Full-time (1750+ hours),0,17043,Female,4276,2017,54,12,2,50.849998,50.849998,21.469999,0,13.977864,12,29.538462,Black,Unknown,1,Part-time (50-1749 hours),0
17047,17047,Male,4277,2023,28,12,2,62.743999,62.284004,29.440001,8.8460627,13.333334,5,42.46154,Other,Unknown,1,Full-time (1750+ hours),0,17047,Female,4277,2023,29,14,2,62.743999,62.284004,32.844002,8.8460627,12.352013,25,51.134617,Other,Yes,0,Full-time (1750+ hours),0
17049,17049,Male,4278,2017,43,17,4,150.3465,146.89999,81.360001,66.2789,41.851852,3,37.384617,White,Yes,1,Full-time (1750+ hours),0,17049,Female,4278,2017,36,17,4,150.3465,146.89999,65.540001,66.2789,29.845173,10,42.23077,White,Yes,1,Full-time (1750+ hours),0
17051,17051,Male,4278,2019,24,12,2,43.848003,40.5,24.300001,64.384682,11.819067,3,39.53846,Black,No,1,Full-time (1750+ hours),0,17051,Female,4278,2019,26,12,2,43.848003,40.5,16.200001,64.384682,11.289199,6,27.596153,Other,Unknown,0,Part-time (50-1749 hours),0
17069,17069,Male,4283,2023,36,16,2,163.806,163.76001,58.880001,.8844229,23.090197,2,49.03846,Black,Yes,1,Full-time (1750+ hours),0,17069,Female,4283,2023,35,17,2,163.806,163.76001,104.88,.8844229,44.067226,5,45.76923,Unknown,Yes,1,Full-time (1750+ hours),0
17070,17070,Male,4283,2021,38,17,5,254.32364,253.04999,123.89999,24.49329,47.727272,8,49.923077,White,Yes,1,Full-time (1750+ hours),0,17070,Female,4283,2021,37,17,5,254.32364,253.04999,129.14999,24.49329,65.095764,7,38.153847,White,Yes,1,Full-time (1750+ hours),0
17072,17072,Male,4283,2019,64,17,2,123.77664,123.77664,82.736641,0,20.52,5,77.53846,Black,Yes,1,Full-time (1750+ hours),0,17072,Female,4283,2019,66,14,2,123.77664,123.77664,41.040001,0,19.883722,13,39.692307,Black,No,1,Full-time (1750+ hours),0
17074,17074,Male,4284,2021,59,17,5,367.33932,327.63882,287.10883,763.47119,104.40321,8,52.884617,White,Yes,1,Full-time (1750+ hours),0,17074,Female,4284,2021,60,12,5,367.33932,327.63882,40.529999,763.47119,16.212,10,48.076923,White,No,1,Full-time (1750+ hours),0
17102,17102,Male,4291,2019,40,14,4,386.64001,378,291.60001,166.15413,123.55933,5,45.384617,White,Yes,1,Full-time (1750+ hours),0,17102,Female,4291,2019,41,15,4,386.64001,378,86.400002,166.15413,60.000004,10,27.692308,White,No,1,Part-time (50-1749 hours),0
17112,17112,Male,4293,2021,34,16,2,141.75,141.74998,94.499992,.00029343826,45.43269,3,40,Black,Yes,1,Full-time (1750+ hours),0,17112,Female,4293,2021,36,16,2,141.75,141.74998,47.249996,.00029343826,17.474112,3,52,Black,Yes,1,Full-time (1750+ hours),0
17115,17115,Male,4294,2021,48,14,2,149.36249,149.36249,73.5,0,29.51807,2,47.884617,White,Yes,1,Full-time (1750+ hours),0,17115,Female,4294,2021,46,16,2,149.36249,149.36249,75.862495,0,34.404758,3,42.403847,White,Yes,1,Full-time (1750+ hours),0
17120,17120,Male,4295,2017,60,16,5,168.144,147.804,78.648003,391.15378,39.324001,1,38.46154,Black,Yes,1,Full-time (1750+ hours),0,17120,Female,4295,2017,50,17,5,168.144,147.804,69.155998,391.15378,33.248077,14,40,Black,No,1,Full-time (1750+ hours),0
17125,17125,Male,4297,2023,39,12,3,60.720001,60.720001,47.84,0,22.056248,2,41.71154,White,Unknown,1,Full-time (1750+ hours),0,17125,Female,4297,2023,43,11,3,60.720001,60.720001,12.88,0,7.7403846,7,32,White,No,1,Part-time (50-1749 hours),0
17126,17126,Male,4297,2017,57,16,3,322.91898,317.53,169.5,103.63417,87.551651,7,37.23077,White,Yes,1,Full-time (1750+ hours),0,17126,Female,4297,2017,56,16,3,322.91898,317.53,148.03,103.63417,77.421547,7,36.76923,White,Yes,1,Full-time (1750+ hours),0
17128,17128,Male,4297,2019,35,12,5,90.072006,74.520004,43.200001,299.07697,20.769232,4,40,Black,Unknown,1,Full-time (1750+ hours),0,17128,Female,4297,2019,35,12,5,90.072006,74.520004,31.320002,299.07697,15.660001,20,38.46154,Black,Unknown,0,Full-time (1750+ hours),0
17133,17133,Male,4299,2023,45,14,4,159.34401,159.16,82.800003,3.5385718,27.82258,4,57.23077,White,No,1,Full-time (1750+ hours),0,17133,Female,4299,2023,46,16,4,159.34401,159.16,76.360001,3.5385718,27.767273,2,52.884617,White,Yes,1,Full-time (1750+ hours),0
17143,17143,Male,4301,2019,31,15,2,31.989601,31.449602,3.3696001,10.384596,12.960001,15,5,Black,No,1,Part-time (50-1749 hours),0,17143,Female,4301,2019,27,13,2,31.989601,31.449602,28.080002,10.384596,13.115367,3,41.173077,White,No,1,Full-time (1750+ hours),0
17159,17159,Male,4305,2019,32,12,4,214.92001,193.32001,140.40001,415.38474,71.963097,6,37.51923,White,Unknown,1,Full-time (1750+ hours),0,17159,Female,4305,2019,29,17,4,214.92001,193.32001,52.920002,415.38474,26.460001,12,38.46154,White,Yes,1,Full-time (1750+ hours),0
17161,17161,Male,4306,2019,45,12,2,167.42809,129.60001,86.400002,727.46307,40.373833,10,41.153847,White,No,1,Full-time (1750+ hours),0,17161,Female,4306,2019,52,16,2,167.42809,129.60001,43.200001,727.46307,20.769232,7,40,White,Yes,1,Full-time (1750+ hours),0
17167,17167,Male,4307,2017,61,11,2,63.393002,63.279999,29.379999,2.1731303,14.69,4,38.46154,Black,Unknown,1,Full-time (1750+ hours),0,17167,Female,4307,2017,50,12,2,63.393002,63.279999,33.900002,2.1731303,16.950001,15,38.46154,Black,No,1,Full-time (1750+ hours),0
17170,17170,Male,4308,2019,28,14,3,110.16,110.16,97.200005,0,31.764708,10,58.846153,White,Yes,1,Full-time (1750+ hours),0,17170,Female,4308,2019,28,12,3,110.16,110.16,12.960001,0,34.015751,30,7.3269229,White,No,0,Part-time (50-1749 hours),0
17177,17177,Male,4310,2017,34,13,4,128.9895,128.82001,68.93,3.2595122,31.912037,10,41.53846,White,No,1,Full-time (1750+ hours),0,17177,Female,4310,2017,34,17,4,128.9895,128.82001,59.889999,3.2595122,29.58992,10,38.923077,White,Yes,1,Full-time (1750+ hours),0
17178,17178,Male,4310,2023,31,12,4,69.250244,59.799999,42.32,181.73547,15.963787,4,50.98077,White,No,1,Full-time (1750+ hours),0,17178,Female,4310,2023,26,12,4,69.250244,59.799999,17.48,181.73547,10.404762,20,32.307693,White,No,0,Part-time (50-1749 hours),0
17182,17182,Male,4311,2019,49,16,3,92.340004,91.800003,43.200001,10.384633,21.011675,12,39.53846,White,Yes,1,Full-time (1750+ hours),0,17182,Female,4311,2019,44,14,3,92.340004,91.800003,48.600002,10.384633,37.384617,14,25,White,No,1,Part-time (50-1749 hours),0
17183,17183,Male,4311,2017,36,12,4,90.400002,90.400002,56.5,0,22.001558,3,49.384617,White,No,1,Full-time (1750+ hours),0,17183,Female,4311,2017,34,16,4,90.400002,90.400002,33.900002,0,13.242188,6,49.23077,White,No,1,Full-time (1750+ hours),0
17186,17186,Male,4312,2019,32,14,4,106.3962,57.105003,43.065002,947.90765,20.704329,6,40,White,Unknown,1,Full-time (1750+ hours),0,17186,Female,4312,2019,31,16,4,106.3962,57.105003,14.040001,947.90765,7.7142859,7,35,White,Unknown,1,Full-time (1750+ hours),0
17187,17187,Male,4312,2017,64,12,2,128.3454,80.229996,75.709999,925.2962,25.620981,14,56.826923,Black,No,1,Full-time (1750+ hours),0,17187,Female,4312,2017,63,12,2,128.3454,80.229996,4.52,925.2962,3.1043956,35,28,Black,Unknown,1,Part-time (50-1749 hours),0
17189,17189,Male,4313,2023,63,16,3,271.23993,254.84001,234.60001,315.38303,102,10,44.23077,White,Yes,1,Full-time (1750+ hours),0,17189,Female,4313,2023,51,16,3,271.23993,254.84001,20.24,315.38303,10.12,7,38.46154,White,Yes,1,Full-time (1750+ hours),0
17195,17195,Male,4314,2017,28,12,2,67.235001,67.235001,18.645,0,9.9175529,14,36.153847,Black,No,1,Full-time (1750+ hours),0,17195,Female,4314,2017,29,17,2,67.235001,67.235001,48.59,0,16.52721,3,56.53846,Black,Yes,1,Full-time (1750+ hours),0
17200,17200,Male,4316,2017,58,12,2,119.79808,119.78,88.139999,.34772432,38.27182,10,44.28846,White,No,1,Full-time (1750+ hours),0,17200,Female,4316,2017,57,12,2,119.79808,119.78,31.639999,.34772432,20.598959,15,29.538462,White,No,1,Part-time (50-1749 hours),0
17204,17204,Male,4317,2023,47,12,4,88.503998,88.32,68.080002,3.5384252,22.248367,3,58.846153,White,No,1,Full-time (1750+ hours),0,17204,Female,4317,2023,41,17,4,88.503998,88.32,20.24,3.5384252,19.239544,3,20.23077,White,No,1,Part-time (50-1749 hours),0
17211,17211,Male,4318,2017,30,14,4,117.22281,108.40881,66.669998,169.49991,30.304544,1,42.307693,Black,Yes,1,Full-time (1750+ hours),0,17211,Female,4318,2017,29,16,4,117.22281,108.40881,41.738811,169.49991,20.703775,6,38.76923,Black,Yes,1,Full-time (1750+ hours),0
17214,17214,Male,4319,2017,63,12,2,59.685471,23.90741,10.38809,688.03961,5.4559298,3,36.615383,White,Unknown,1,Full-time (1750+ hours),0,17214,Female,4319,2017,65,12,2,59.685471,23.90741,13.51932,688.03961,28.165251,6,9.2307692,White,Unknown,1,Part-time (50-1749 hours),0
17216,17216,Male,4320,2021,62,16,3,420.04199,419.99997,209.99998,.80812895,109.37499,10,36.923077,White,Yes,1,Full-time (1750+ hours),0,17216,Female,4320,2021,61,16,3,420.04199,419.99997,209.99998,.80812895,109.37499,8,36.923077,White,Yes,1,Full-time (1750+ hours),0
17226,17226,Male,4322,2023,52,12,4,106.444,106.444,45.723999,0,22.08889,17,39.807693,White,No,1,Full-time (1750+ hours),0,17226,Female,4322,2023,53,14,4,106.444,106.444,60.720001,0,21.23077,5,55,White,Yes,1,Full-time (1750+ hours),0
17230,17230,Male,4323,2017,66,13,2,87.010002,87.009995,28.25,.00014671913,24.52257,10,22.153847,Black,No,1,Part-time (50-1749 hours),0,17230,Female,4323,2017,65,15,2,87.010002,87.009995,58.759998,.00014671913,25.547827,40,44.23077,Black,Yes,0,Full-time (1750+ hours),0
17232,17232,Male,4324,2023,41,16,4,218.04001,211.60001,46,123.8462,24.058578,10,36.76923,White,Yes,1,Full-time (1750+ hours),0,17232,Female,4324,2023,42,17,4,218.04001,211.60001,165.60001,123.8462,71.379311,10,44.615383,White,Yes,1,Full-time (1750+ hours),0
17237,17237,Male,4325,2017,25,13,3,80.297798,80.229996,58.759998,1.3038929,26.27907,7,43,White,No,1,Full-time (1750+ hours),0,17237,Female,4325,2017,29,14,3,80.297798,80.229996,21.469999,1.3038929,20.64423,7,20,White,No,1,Part-time (50-1749 hours),0
17239,17239,Male,4325,2019,59,12,3,129.24901,107.649,53.649002,415.38474,28.295887,4,36.46154,Black,No,0,Full-time (1750+ hours),0,17239,Female,4325,2019,54,17,3,129.24901,107.649,54.000004,415.38474,28.125002,2,36.923077,Black,No,1,Full-time (1750+ hours),0
17240,17240,Male,4326,2023,62,14,2,120.7914,102.83484,97.29644,345.31857,98.279236,3,19.038462,White,No,0,Part-time (50-1749 hours),0,17240,Female,4326,2023,63,17,2,120.7914,102.83484,5.5384002,345.31857,12.55873,5,8.4807692,White,Yes,1,Part-time (50-1749 hours),0
17250,17250,Male,4328,2019,40,14,5,71.280006,70.740005,27.000002,10.384633,13.287402,4,39.076923,White,Yes,1,Full-time (1750+ hours),0,17250,Female,4328,2019,35,13,5,71.280006,70.740005,43.740002,10.384633,25.224915,14,33.346153,Other,No,1,Part-time (50-1749 hours),0
17252,17252,Male,4329,2017,48,12,2,62.389561,57.855999,46.329998,87.183876,24.565218,3,36.26923,White,No,1,Full-time (1750+ hours),0,17252,Female,4329,2017,44,12,2,62.389561,57.855999,11.526,87.183876,14.70153,4,15.076923,White,No,1,Part-time (50-1749 hours),0
17257,17257,Male,4330,2023,43,16,3,70.166565,68.080002,65.32,40.126213,33.879669,2,37.076923,White,Yes,1,Full-time (1750+ hours),0,17257,Female,4330,2023,46,17,3,70.166565,68.080002,2.76,40.126213,47.586208,20,1.1153846,White,Yes,1,Part-time (50-1749 hours),0
17260,17260,Male,4331,2021,27,13,2,73.134598,56.752499,35.752499,315.04037,16.706776,1,41.153847,White,No,1,Full-time (1750+ hours),0,17260,Female,4331,2021,26,14,2,73.134598,56.752499,21,315.04037,16.203703,2,24.923077,White,No,1,Part-time (50-1749 hours),0
17273,17273,Male,4334,2023,35,12,4,37.720001,37.719997,33.119999,.000073359566,15.923078,5,40,White,No,1,Full-time (1750+ hours),0,17273,Female,4334,2023,32,12,4,37.720001,37.719997,4.5999999,.000073359566,12.777778,5,6.9230771,White,No,1,Part-time (50-1749 hours),0
17275,17275,Male,4334,2019,69,17,2,154.224,109.08,60.480003,868.15381,29.896194,4,38.903847,Other,Unknown,1,Full-time (1750+ hours),0,17275,Female,4334,2019,64,16,2,154.224,109.08,48.600002,868.15381,27.211647,10,34.346153,Other,Yes,1,Full-time (1750+ hours),0
17279,17279,Male,4335,2021,33,12,4,115.5105,115.49999,57.749996,.20203224,27.658045,3,40.153847,White,No,1,Full-time (1750+ hours),0,17279,Female,4335,2021,32,17,4,115.5105,115.49999,57.749996,.20203224,28.532608,15,38.923077,White,No,1,Full-time (1750+ hours),0
17290,17290,Male,4338,2021,22,11,2,28.000349,2.52,.75599998,490.00671,10.5,2,1.3846154,Other,No,0,Part-time (50-1749 hours),0,17290,Female,4338,2021,20,12,2,28.000349,2.52,1.7639999,490.00671,15.749999,4,2.1538463,Unknown,No,0,Part-time (50-1749 hours),0
17296,17296,Male,4340,2019,63,13,2,71.862122,69.795006,66.879005,39.752228,37.155003,10,34.615383,White,No,1,Full-time (1750+ hours),0,17296,Female,4340,2019,64,16,2,71.862122,69.795006,2.9160001,39.752228,16.855492,14,3.3269231,White,Yes,1,Part-time (50-1749 hours),0
17300,17300,Male,4341,2023,27,16,2,127.052,126.408,63.48,12.384562,31.117647,10,39.23077,White,Yes,1,Full-time (1750+ hours),0,17300,Female,4341,2023,26,16,2,127.052,126.408,62.928001,12.384562,24.774803,4,48.846153,White,Yes,1,Full-time (1750+ hours),0
17302,17302,Male,4341,2019,28,11,2,66.182404,64.0224,19.440001,41.538532,6.7924533,30,55.03846,Other,No,0,Full-time (1750+ hours),0,17302,Female,4341,2019,26,12,2,66.182404,64.0224,44.582401,41.538532,21.6,3,39.692307,Black,No,1,Full-time (1750+ hours),0
17308,17308,Male,4343,2021,41,12,2,75.914993,71.610001,38.639999,82.788322,19.243027,10,38.615383,White,No,1,Full-time (1750+ hours),0,17308,Female,4343,2021,27,12,2,75.914993,71.610001,32.969997,82.788322,16.419321,15,38.615383,White,No,0,Full-time (1750+ hours),0
17316,17316,Male,4345,2021,29,12,3,97.329742,90.299995,35.699997,135.18744,22.884615,1,30,Black,No,0,Part-time (50-1749 hours),0,17316,Female,4345,2021,24,11,3,97.329742,90.299995,54.599998,135.18744,52.499996,2,20,White,No,1,Part-time (50-1749 hours),0
17321,17321,Male,4346,2017,34,13,5,68.143517,54.466,22.6,263.02917,13.23185,15,32.846153,White,No,1,Part-time (50-1749 hours),0,17321,Female,4346,2017,31,14,5,68.143517,54.466,31.865999,263.02917,13.2775,10,46.153847,White,Yes,1,Full-time (1750+ hours),0
17341,17341,Male,4351,2023,40,16,4,88.32,88.320007,52.440002,-.00014671913,23.75,7,42.46154,White,Yes,1,Full-time (1750+ hours),0,17341,Female,4351,2023,41,17,4,88.32,88.320007,35.880001,-.00014671913,17.940001,21,38.46154,White,No,1,Full-time (1750+ hours),0
17342,17342,Male,4351,2021,52,16,4,96.074997,94.5,42,30.288403,21.874998,8,36.923077,White,Yes,1,Full-time (1750+ hours),0,17342,Female,4351,2021,49,16,4,96.074997,94.5,52.499996,30.288403,26.568825,5,38,White,Yes,1,Full-time (1750+ hours),0
17346,17346,Male,4352,2021,35,12,2,73.657494,59.849998,29.399998,265.52875,16.704544,3,33.846153,White,No,1,Full-time (1750+ hours),0,17346,Female,4352,2021,32,12,2,73.657494,59.849998,30.449999,265.52875,16.266026,4,36,White,Unknown,1,Full-time (1750+ hours),0
17360,17360,Male,4356,2017,44,16,3,305.10678,305.10001,209.05,.13028659,82.956352,6,48.46154,White,Yes,1,Full-time (1750+ hours),0,17360,Female,4356,2017,44,16,3,305.10678,305.10001,96.050003,.13028659,47.643848,5,38.76923,Unknown,Unknown,1,Full-time (1750+ hours),0
17361,17361,Male,4356,2021,29,12,4,118.50929,118.50929,89.249992,0,40.476189,2,42.403847,White,Unknown,1,Full-time (1750+ hours),0,17361,Female,4356,2021,26,13,4,118.50929,118.50929,29.259298,0,21.835297,25,25.76923,White,No,0,Part-time (50-1749 hours),0
17375,17375,Male,4359,2023,45,13,3,129.90401,129.72,69.919998,3.5385718,34.007782,8,39.53846,Black,No,1,Full-time (1750+ hours),0,17375,Female,4359,2023,42,17,3,129.90401,129.72,59.799999,3.5385718,29.085604,10,39.53846,Black,Yes,1,Full-time (1750+ hours),0
17378,17378,Male,4360,2019,47,12,4,114.48,77.760002,43.200001,706.15387,14.876034,3,55.846153,Black,No,1,Full-time (1750+ hours),0,17378,Female,4360,2019,54,12,4,114.48,77.760002,34.560001,706.15387,18,2,36.923077,Black,No,1,Full-time (1750+ hours),0
17388,17388,Male,4363,2023,37,17,2,1131.692,1131.6,920,1.7700195,234.69388,8,75.384613,Other,Yes,1,Full-time (1750+ hours),0,17388,Female,4363,2023,33,17,2,1131.692,1131.6,211.60001,1.7700195,57.5,8,70.769234,White,Yes,1,Full-time (1750+ hours),0
17389,17389,Male,4363,2019,51,17,5,164.916,135,75.600006,575.30768,40.427811,18,35.96154,Black,Yes,1,Full-time (1750+ hours),0,17389,Female,4363,2019,52,17,5,164.916,135,59.400002,575.30768,27.75701,18,41.153847,Black,No,1,Full-time (1750+ hours),0
17391,17391,Male,4363,2021,29,14,5,91.240799,67.199997,28.349998,462.32312,14.174999,2,38.46154,Black,Yes,1,Full-time (1750+ hours),0,17391,Female,4363,2021,34,12,5,91.240799,67.199997,38.849998,462.32312,19.740852,10,37.846153,Black,No,1,Full-time (1750+ hours),0
17393,17393,Male,4364,2021,28,12,4,108.56999,100.8,55.649998,149.42302,21.403845,1,50,Other,No,1,Full-time (1750+ hours),0,17393,Female,4364,2021,27,13,4,108.56999,100.8,45.149998,149.42302,21.347517,2,40.673077,White,No,1,Full-time (1750+ hours),0
17394,17394,Male,4364,2019,39,12,5,56.160004,56.160004,21.6,0,10.384616,2,40,Black,No,1,Full-time (1750+ hours),0,17394,Female,4364,2019,41,16,5,56.160004,56.160004,34.560001,0,16.615385,20,40,White,Yes,1,Full-time (1750+ hours),0
17404,17404,Male,4367,2017,41,12,4,137.86,133.34,71.190002,86.923157,26.415585,20,51.826923,White,No,1,Full-time (1750+ hours),0,17404,Female,4367,2017,34,17,4,137.86,133.34,62.150002,86.923157,32.336109,21,36.96154,White,No,1,Full-time (1750+ hours),0
17406,17406,Male,4367,2019,68,16,4,77.306404,65.426407,37.346401,228.46149,20.52,2,35,Other,Unknown,0,Full-time (1750+ hours),0,17406,Female,4367,2019,57,16,4,77.306404,65.426407,28.080002,228.46149,19.943182,12,27.076923,Other,Unknown,1,Part-time (50-1749 hours),0
17408,17408,Male,4368,2021,30,17,3,79.904999,79.799995,76.649994,2.0192952,33.398693,2,44.134617,White,No,1,Full-time (1750+ hours),0,17408,Female,4368,2021,29,17,3,79.904999,79.799995,3.1499999,2.0192952,9.84375,18,6.1538463,White,Yes,1,Part-time (50-1749 hours),0
17409,17409,Male,4368,2023,42,14,3,90.202324,81.922325,81.922325,159.23074,35.695999,2,44.134617,White,No,1,Full-time (1750+ hours),0,17409,Female,4368,2023,50,13,3,90.202324,81.922325,0,159.23074,0,6,40,White,No,1,Full-time (1750+ hours),0
17415,17415,Male,4369,2019,35,16,3,60.156002,60.048,57.888,2.076956,29.414635,2,37.846153,Black,Yes,1,Full-time (1750+ hours),0,17415,Female,4369,2019,34,15,3,60.156002,60.048,2.1600001,2.076956,10.8,8,3.8461537,Black,Yes,0,Part-time (50-1749 hours),0
17417,17417,Male,4370,2021,36,17,2,128.02965,120.75,42,139.99323,49.528301,10,16.307692,White,Yes,1,Part-time (50-1749 hours),0,17417,Female,4370,2021,30,17,2,128.02965,120.75,78.75,139.99323,36.91983,10,41.01923,White,Yes,1,Full-time (1750+ hours),0
17419,17419,Male,4370,2017,57,13,2,100.344,87.009995,73.449997,256.42322,32.819481,5,43.03846,Black,No,0,Full-time (1750+ hours),0,17419,Female,4370,2017,56,14,2,100.344,87.009995,13.559999,256.42322,10.430769,30,25,Black,No,1,Part-time (50-1749 hours),0
17428,17428,Male,4373,2023,30,15,2,119.784,119.6,80.959999,3.5385718,17.001261,3,91.57692,White,No,1,Full-time (1750+ hours),0,17428,Female,4373,2023,28,13,2,119.784,119.6,38.639999,3.5385718,16.705578,5,44.48077,White,No,1,Full-time (1750+ hours),0
17436,17436,Male,4375,2017,47,16,4,223.401,220.35001,96.050003,58.672977,43.958809,10,42.01923,White,Yes,1,Full-time (1750+ hours),0,17436,Female,4375,2017,46,17,4,223.401,220.35001,124.3,58.672977,85.961273,15,27.807692,White,Yes,1,Part-time (50-1749 hours),0
17438,17438,Male,4375,2019,26,17,2,113.508,113.4,81,2.076956,35.573124,5,43.78846,White,Yes,1,Full-time (1750+ hours),0,17438,Female,4375,2019,26,16,2,113.508,113.4,32.400002,2.076956,16.007906,5,38.923077,White,Yes,1,Full-time (1750+ hours),0
